food_name,calories,protein,carbs,fats,estimated_gi,glycemic_load,food_type,meal_type
Shapta,360,18,40.0,12.0,57.0,22.8,Veg,Breakfast
Keu,240,9,35.0,6.0,20.0,7.0,Veg,Unknown
Tagi Khambir,270,6,45.0,5.0,0.0,0.0,Veg,Lunch/Dinner
Gyathuk,320,15,50.0,7.0,0.0,0.0,Veg,Unknown
Chhurpey,210,10,30.0,7.0,35.0,10.5,Veg,Unknown
Chilagi,290,13,40.0,9.0,15.0,6.0,Veg,Breakfast
Ladakhi Pulao,280,8,55.0,7.0,65.0,35.75,Veg,Breakfast
Chhutkur,220,7,35.0,6.0,45.0,15.75,Veg,Unknown
Mokthuk,310,13,45.0,7.0,0.0,0.0,Veg,Unknown
Apricot Jam,150,0,35.0,0.0,34.0,11.9,Veg,Unknown
Ladakhi Green Tea,2,0,0.0,0.0,0.0,0.0,Veg,Breakfast
Yarkhandi Pulao,380,20,50.0,15.0,65.0,32.5,Veg,Breakfast
Sheer Yakhni,340,15,30.0,20.0,65.0,19.5,Veg,Breakfast
Chilak,220,8,35.0,6.0,0.0,0.0,Veg,Breakfast
Ngampe,200,7,40.0,3.0,59.0,23.6,Veg,Unknown
Khur-le,250,8,35.0,4.0,15.0,5.25,Veg,Unknown
Gorduk,360,20,50.0,15.0,0.0,0.0,Veg,Unknown
Ladakhi Barley Cake,230,7,40.0,4.0,28.0,11.2,Veg,Breakfast
Yak Butter Tea,140,2,5.0,12.0,0.0,0.0,Veg,Unknown
Changthangi Tea,120,1,4.0,8.0,0.0,0.0,Veg,Unknown
Ba Phing,190,6,30.0,3.0,20.0,6.0,Veg,Lunch/Dinner
Ladakhi Dumplings,280,12,35.0,9.0,86.0,30.1,Veg,Breakfast
Yarkhandi Soup,330,15,45.0,10.0,35.0,15.75,Veg,Breakfast
Buckwheat Bread,240,8,45.0,3.0,50.0,22.5,Veg,Unknown
Dre-thuk,300,14,50.0,6.0,0.0,0.0,Veg,Unknown
Kashur,250,7,40.0,5.0,90.0,36.0,Veg,Unknown
Bak-tso,350,17,45.0,12.0,55.0,24.75,Veg,Unknown
Sey Thukpa,310,13,50.0,7.0,65.0,32.5,Veg,Unknown
Tse-lachang,230,7,40.0,5.0,51.0,20.4,Veg,Unknown
Grain Soup,200,6,35.0,3.0,50.0,17.5,Veg,Unknown
Himalayan Barley Pancake,240,7,45.0,4.0,28.0,12.6,Veg,Lunch/Dinner
Ladakhi Spinach Soup,190,6,25.0,3.0,15.0,3.75,Veg,Breakfast
Butter Barley Soup,220,8,30.0,10.0,28.0,8.4,Veg,Unknown
Yak Cheese,250,12,0.0,20.0,0.0,0.0,Veg,Unknown
Ladakhi Lamb Stew,340,20,40.0,15.0,0.0,0.0,Non-Veg,Breakfast
Roasted Barley Flour,230,8,40.0,3.0,28.0,11.2,Veg,Unknown
Shakhtu,330,16,45.0,10.0,50.0,22.5,Veg,Breakfast
Spinach and Buckwheat Salad,180,5,20.0,2.0,50.0,10.0,Veg,Breakfast
Ladakhi Stir Fry,200,7,30.0,4.0,0.0,0.0,Veg,Breakfast
Barley Wine,180,1,20.0,0.0,28.0,5.6,Veg,Breakfast
Grilled Yak Meat,370,30,15.0,25.0,0.0,0.0,Non-Veg,Unknown
Steamed Yak Dumplings,300,15,35.0,10.0,86.0,30.1,Veg,Unknown
Fermented Turnip,170,5,25.0,3.0,85.0,21.25,Veg,Breakfast
Ladakhi Radish Soup,180,6,20.0,3.0,15.0,3.0,Veg,Breakfast
Yak Jerky,260,30,5.0,20.0,65.0,3.25,Veg,Unknown
Barley Millet Cake,230,7,40.0,4.0,28.0,11.2,Veg,Breakfast
Spinach Barley Porridge,190,6,35.0,2.0,28.0,9.8,Veg,Unknown
Boiled Barley,200,6,40.0,2.0,28.0,11.2,Veg,Unknown
Yak Butter,220,2,0.0,20.0,0.0,0.0,Veg,Lunch/Dinner
Ladakhi Garlic Soup,170,6,20.0,3.0,30.0,6.0,Veg,Breakfast
Yarkhandi Spiced Rice,320,15,50.0,10.0,73.0,36.5,Veg,Breakfast
Apricot Nut Pudding,210,5,35.0,8.0,34.0,11.9,Veg,Unknown
Goat Cheese,240,14,0.0,20.0,0.0,0.0,Non-Veg,Unknown
Sour Yogurt,150,8,12.0,5.0,32.0,3.84,Veg,Unknown
Ladakhi Barley Gruel,230,7,40.0,3.0,28.0,11.2,Veg,Breakfast
Apricot Laddu,240,4,35.0,10.0,34.0,11.9,Veg,Unknown
Yak Milk,190,8,12.0,10.0,31.0,3.72,Veg,Unknown
Barley Pilaf,220,6,45.0,4.0,28.0,12.6,Veg,Breakfast
Steamed Buckwheat Bread,230,8,45.0,3.0,50.0,22.5,Veg,Unknown
Puttu,150,4,30.0,1.0,35.0,10.5,Veg,Breakfast
Meen Curry,350,28,10.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Nadan Chicken Curry,500,35,10.0,40.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kaalan,250,8,20.0,12.0,15.0,3.0,Veg,Breakfast
Pulissery,220,7,15.0,10.0,65.0,9.75,Veg,Breakfast
Kerala Beef Curry,550,30,10.0,45.0,0.0,0.0,Non-Veg,Breakfast
Chicken Roast,450,40,10.0,30.0,0.0,0.0,Non-Veg,Breakfast
Sambharam,100,1,5.0,2.0,51.0,2.55,Veg,Breakfast
Kichadi,210,8,15.0,12.0,85.0,12.75,Veg,Breakfast
Olan,190,7,20.0,8.0,56.0,11.2,Veg,Unknown
Kuttanadan Duck Curry,500,35,12.0,40.0,0.0,0.0,Non-Veg,Lunch/Dinner
Keralan Pork Curry,550,40,15.0,45.0,0.0,0.0,Non-Veg,Breakfast
Kozhukatta,280,10,35.0,12.0,0.0,0.0,Veg,Unknown
Pachadi,180,5,15.0,10.0,65.0,9.75,Veg,Breakfast
Chakka Varatti,300,40,45.0,8.0,55.0,24.75,Veg,Breakfast
Fried Tapioca,350,5,70.0,10.0,85.0,59.5,Veg,Unknown
Vegetable Biriyani,350,10,50.0,12.0,48.0,24.0,Non-Veg,Breakfast
Puttu and Kadala Curry,400,12,65.0,8.0,10.0,6.5,Veg,Lunch/Dinner
Neyyappam,320,10,40.0,18.0,51.0,20.4,Veg,Unknown
Vada,350,5,45.0,20.0,67.5,30.375,Veg,Breakfast
Sadhya,600,25,80.0,20.0,65.0,52.0,Veg,Lunch/Dinner
Dosa with Sambar,350,8,50.0,10.0,50.0,25.0,Veg,Breakfast
Mango Curry,200,6,25.0,8.0,51.0,12.75,Veg,Lunch/Dinner
Pulav,350,7,60.0,12.0,65.0,39.0,Veg,Breakfast
Kozhikode Biryani,500,30,65.0,20.0,50.0,32.5,Veg,Lunch/Dinner
Idiyappam with Stew,300,7,35.0,8.0,70.0,24.5,Veg,Breakfast
Palada Payasam,300,20,50.0,10.0,25.0,12.5,Veg,Breakfast
Beef Fry,400,30,10.0,35.0,0.0,0.0,Non-Veg,Unknown
Fish Curry with Coconut Milk,350,20,15.0,25.0,45.0,6.75,Non-Veg,Breakfast
Vegetable Kootu,200,6,25.0,12.0,40.0,10.0,Veg,Breakfast
Parippu,200,8,30.0,10.0,38.0,11.4,Veg,Breakfast
Kappa and Fish Curry,400,20,70.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Cheera Thoran,180,5,15.0,8.0,65.0,9.75,Veg,Breakfast
Coconut Milk Stew,200,4,10.0,8.0,41.0,4.1,Veg,Unknown
Chicken Cutlet,300,25,15.0,20.0,0.0,0.0,Non-Veg,Breakfast
Fish in Tamarind Sauce,350,25,15.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Nendran Banana Chips,350,2,50.0,18.0,51.0,25.5,Veg,Lunch/Dinner
Beef Ularthiyathu,500,35,15.0,40.0,0.0,0.0,Non-Veg,Breakfast
Kuttu Dosa,250,6,40.0,8.0,50.0,20.0,Veg,Breakfast
Chicken Kurma,400,30,20.0,25.0,0.0,0.0,Non-Veg,Breakfast
Chicken Kabab,300,25,10.0,20.0,0.0,0.0,Non-Veg,Breakfast
Mutton Biryani with Raita,550,35,65.0,25.0,50.0,32.5,Non-Veg,Lunch/Dinner
Egg Roast,300,20,10.0,20.0,0.0,0.0,Non-Veg,Unknown
Vegetable Manchurian,250,8,35.0,15.0,0.0,0.0,Veg,Breakfast
Fish Biriyani,500,25,60.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Vegetable Pappu,250,8,30.0,10.0,62.5,18.75,Veg,Breakfast
Mutton Curry with Rice,550,30,60.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Chicken Pasta,400,15,55.0,20.0,0.0,0.0,Non-Veg,Breakfast
Beef Cutlet,300,25,15.0,20.0,0.0,0.0,Non-Veg,Unknown
Tapioca with Coconut,350,5,70.0,10.0,45.0,31.5,Veg,Unknown
Beef Kabab,350,20,10.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Ghee Roast,300,10,50.0,20.0,50.0,25.0,Non-Veg,Unknown
Vegetable Upma,200,6,30.0,8.0,55.0,16.5,Veg,Breakfast
Keralan Prawn Curry,400,30,15.0,25.0,0.0,0.0,Non-Veg,Breakfast
Egg Curry with Rice,400,20,20.0,25.0,0.0,0.0,Non-Veg,Unknown
Fish in Coconut Sauce,350,25,15.0,20.0,45.0,6.75,Non-Veg,Lunch/Dinner
Vegetable Patties,250,8,35.0,10.0,0.0,0.0,Veg,Breakfast
Kerala Kachori,250,6,30.0,12.0,90.0,27.0,Veg,Breakfast
Mutton Kofta Curry,500,25,20.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Fish Masala,350,25,15.0,20.0,0.0,0.0,Non-Veg,Breakfast
Beef Biryani,500,35,60.0,25.0,0.0,0.0,Non-Veg,Lunch/Dinner
Rava Idli,250,6,45.0,8.0,65.0,29.25,Veg,Breakfast
Dharwad Peda,400,14,45.0,22.0,10.0,4.5,Veg,Unknown
Uttapam,300,8,50.0,12.0,55.0,27.5,Veg,Breakfast
Kori Rotti,400,18,55.0,20.0,0.0,0.0,Non-Veg,Breakfast
Chitranna,280,6,50.0,8.0,51.0,25.5,Veg,Unknown
Kadabu,350,10,60.0,15.0,10.0,6.0,Veg,Breakfast
Benne Dosa,400,12,55.0,18.0,50.0,27.5,Veg,Breakfast
Puliogare,290,7,50.0,8.0,65.0,32.5,Veg,Breakfast
Kesaribath,350,18,60.0,10.0,38.0,22.8,Veg,Breakfast
Maddur Vada,320,8,50.0,15.0,70.0,35.0,Veg,Unknown
Kadai Chicken,500,22,30.0,35.0,0.0,0.0,Non-Veg,Lunch/Dinner
Saggubiyyam Payasam,300,20,40.0,8.0,65.0,26.0,Veg,Breakfast
Gobi Masala,270,8,30.0,10.0,0.0,0.0,Veg,Breakfast
Mysore Masala Dosa,400,12,60.0,15.0,50.0,30.0,Veg,Breakfast
Kele (Banana) Pancake,350,15,45.0,8.0,51.0,22.95,Veg,Lunch/Dinner
Bhath (Rice Dish),300,7,55.0,12.0,73.0,40.15,Veg,Breakfast
Mutton Shorba,450,15,20.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Rawa Dosa,300,8,50.0,12.0,50.0,25.0,Veg,Breakfast
Ragi Rotti,250,8,45.0,4.0,0.0,0.0,Veg,Breakfast
Beetroot Sabji,200,6,30.0,8.0,15.0,4.5,Veg,Breakfast
Kayi Chutney,100,3,10.0,9.0,55.0,5.5,Veg,Breakfast
Vegetable Sagu,280,8,40.0,12.0,40.0,16.0,Veg,Breakfast
Channa Masala,350,9,50.0,12.0,42.0,21.0,Veg,Breakfast
Cabbage Palya,200,6,25.0,5.0,10.0,2.5,Veg,Unknown
Bitter Gourd Fry,250,5,20.0,15.0,0.0,0.0,Veg,Unknown
Rajma Curry,300,8,50.0,10.0,45.0,22.5,Veg,Lunch/Dinner
Kadale Manchurian,350,15,55.0,12.0,10.0,5.5,Veg,Breakfast
Vangibath,300,8,55.0,12.0,5.0,2.75,Veg,Unknown
Huli (Sambar),150,7,25.0,5.0,0.0,0.0,Veg,Lunch/Dinner
Bread Upma,300,5,50.0,8.0,55.0,27.5,Veg,Breakfast
Kundapura Chicken Curry,500,20,30.0,40.0,0.0,0.0,Non-Veg,Lunch/Dinner
Khara Bath,250,5,40.0,8.0,30.0,12.0,Veg,Breakfast
Rawa Idli Sambar,300,6,50.0,8.0,85.0,42.5,Veg,Breakfast
Pulao Rice,320,8,55.0,10.0,65.0,35.75,Veg,Lunch/Dinner
Bisi Bele Bath with Curd,350,8,55.0,10.0,45.0,24.75,Veg,Unknown
Vegetable Chapati,350,8,55.0,12.0,62.0,34.1,Veg,Breakfast
Kashaya,50,5,10.0,0.0,65.0,6.5,Veg,Lunch/Dinner
Rice and Dal,350,7,60.0,10.0,10.0,6.0,Veg,Unknown
Vegetable Saagu,270,6,35.0,8.0,40.0,14.0,Veg,Breakfast
Kacchi Biryani,600,20,65.0,25.0,50.0,32.5,Veg,Breakfast
Lentil Soup,150,8,20.0,4.0,30.0,6.0,Veg,Unknown
Sambar Rice with Curd,350,8,60.0,12.0,45.0,27.0,Veg,Breakfast
Rice and Vegetable Curry,320,8,55.0,10.0,73.0,40.15,Veg,Breakfast
Chana Dal Curry,300,8,50.0,12.0,10.0,5.0,Veg,Lunch/Dinner
Corn Salad,150,6,25.0,2.0,115.0,28.75,Veg,Breakfast
Vegetable and Rice Soup,200,7,30.0,5.0,73.0,21.9,Veg,Breakfast
Dal Rice,350,8,55.0,10.0,10.0,5.5,Veg,Lunch/Dinner
Vegetable Pilaf,320,8,60.0,10.0,62.5,37.5,Veg,Breakfast
Bhindi Curry,270,7,35.0,8.0,0.0,0.0,Veg,Breakfast
Curd Rice with Pickle,350,6,55.0,10.0,45.0,24.75,Veg,Unknown
Pulao with Curd,350,15,60.0,12.0,45.0,27.0,Veg,Lunch/Dinner
Vegetable Kabab,250,8,35.0,10.0,25.0,8.75,Veg,Breakfast
Egg Biryani,550,20,65.0,25.0,50.0,32.5,Non-Veg,Lunch/Dinner
Masala Egg Curry,450,14,15.0,30.0,0.0,0.0,Non-Veg,Breakfast
Vegetable Soup with Noodles,250,6,35.0,8.0,40.0,14.0,Veg,Breakfast
Thekua,300,20,45.0,12.0,70.0,31.5,Veg,Unknown
Dal Pitha,400,10,50.0,15.0,10.0,5.0,Veg,Lunch/Dinner
Chana Sattu,250,12,40.0,5.0,42.0,16.8,Veg,Unknown
Rugda,350,8,55.0,10.0,10.0,5.5,Veg,Unknown
Murgi Curry,500,35,10.0,30.0,45.0,4.5,Non-Veg,Breakfast
Murgi Ka Salan,550,20,20.0,30.0,50.0,10.0,Non-Veg,Breakfast
Gosht Biryani,650,30,85.0,25.0,50.0,42.5,Non-Veg,Lunch/Dinner
Aloo Chokha,300,5,50.0,8.0,10.0,5.0,Veg,Breakfast
Pork Vindaloo,650,20,25.0,35.0,10.0,2.5,Non-Veg,Lunch/Dinner
Baigan Bharta,300,10,25.0,15.0,20.0,5.0,Veg,Breakfast
Murgi Kofta,550,25,20.0,35.0,0.0,0.0,Non-Veg,Breakfast
Pork Curry,550,20,25.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Siddu,300,7,40.0,12.0,40.0,16.0,Veg,Unknown
Pateer,350,12,45.0,15.0,0.0,0.0,Veg,Breakfast
Dham,400,15,50.0,18.0,0.0,0.0,Non-Veg,Breakfast
Khatta Meat,500,30,20.0,25.0,0.0,0.0,Non-Veg,Unknown
Aloo Ka Raita,180,5,15.0,6.0,30.0,4.5,Veg,Breakfast
Himachali Kadi,220,8,15.0,7.0,45.0,6.75,Veg,Breakfast
Himachali Chicken Curry,500,35,15.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Noodles,350,8,60.0,12.0,59.0,35.4,Non-Veg,Unknown
Veggie Pakoras,400,10,30.0,25.0,0.0,0.0,Veg,Breakfast
Kadha Prashad,300,5,60.0,8.0,25.0,15.0,Veg,Breakfast
Himachali Rice Pudding,350,20,60.0,10.0,73.0,43.8,Veg,Unknown
Himachali Roti,250,7,40.0,5.0,15.0,6.0,Veg,Breakfast
Kangri Dham,300,12,50.0,15.0,51.0,25.5,Veg,Unknown
Aloo Ki Subzi,250,6,35.0,8.0,10.0,3.5,Veg,Breakfast
Himachali Kachori,350,10,50.0,18.0,90.0,45.0,Veg,Breakfast
Kashmiri Saag,300,12,15.0,10.0,50.0,7.5,Non-Veg,Breakfast
Himachali Thali,600,15,80.0,25.0,15.0,12.0,Veg,Unknown
Chicken Momos,350,20,30.0,15.0,0.0,0.0,Non-Veg,Breakfast
Channa Chaat,200,8,25.0,5.0,62.0,15.5,Veg,Breakfast
Himachali Saag,250,8,20.0,10.0,15.0,3.0,Veg,Breakfast
Himachali Khichdi,350,12,55.0,10.0,15.0,8.25,Veg,Lunch/Dinner
Himachali Chutney,100,4,10.0,2.0,60.0,6.0,Veg,Breakfast
Ginger Lemon Tea,70,2,7.0,0.0,15.0,1.05,Veg,Unknown
Himachali Paneer Tikka,300,18,15.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Veg Pakoras,400,12,35.0,20.0,75.0,26.25,Veg,Breakfast
Himachali Rajma,250,12,40.0,5.0,27.0,10.8,Veg,Lunch/Dinner
Himachali Masoor Dal,220,10,40.0,5.0,10.0,4.0,Veg,Breakfast
Himachali Aloo Gobi,200,6,20.0,7.0,62.5,12.5,Veg,Lunch/Dinner
Bhutta,150,6,35.0,2.0,14.0,4.9,Veg,Breakfast
Aloo Tikki,250,6,30.0,12.0,85.0,25.5,Veg,Breakfast
Himachali Mutton Curry,500,35,15.0,30.0,0.0,0.0,Non-Veg,Lunch/Dinner
Besan Masala Roti,200,7,35.0,8.0,48.0,16.8,Veg,Breakfast
Hara Dhania Chutney,50,1,10.0,2.0,60.0,6.0,Veg,Breakfast
Dahi Aloo,280,6,40.0,10.0,10.0,4.0,Veg,Breakfast
Sarson ka Saag,250,9,20.0,15.0,50.0,10.0,Veg,Breakfast
Makai Roti,200,7,40.0,5.0,55.0,22.0,Veg,Breakfast
Dal Makhni,450,18,50.0,22.0,10.0,5.0,Veg,Lunch/Dinner
Bajra Kheer,350,8,50.0,12.0,65.0,32.5,Veg,Breakfast
Bhalle,300,8,35.0,12.0,15.0,5.25,Veg,Breakfast
Methi Gajar,180,5,20.0,7.0,35.0,7.0,Veg,Breakfast
Tinda Masala,150,4,20.0,5.0,0.0,0.0,Veg,Breakfast
Pinni,450,8,50.0,20.0,15.0,7.5,Veg,Unknown
Besan ki Roti,250,9,35.0,8.0,0.0,0.0,Veg,Breakfast
Dahi Ka Raita,120,3,12.0,6.0,30.0,3.6,Veg,Breakfast
Aloo Bhujia,250,6,35.0,12.0,10.0,3.5,Veg,Breakfast
Moong Dal Halwa,450,8,60.0,20.0,10.0,6.0,Veg,Breakfast
Tamatar Chutney,60,1,8.0,3.0,48.0,3.84,Veg,Breakfast
Masala Chaach,100,2,10.0,5.0,0.0,0.0,Veg,Breakfast
Gond ke Laddu,400,12,50.0,20.0,0.0,0.0,Veg,Unknown
Gur Chana,200,6,30.0,8.0,42.0,12.6,Veg,Unknown
Kachri ki Chutney,50,1,10.0,1.0,90.0,9.0,Veg,Breakfast
Ghar ki Chai,70,0,5.0,1.0,62.0,3.1,Veg,Breakfast
Makki ki Khichdi,300,12,50.0,8.0,0.0,0.0,Veg,Breakfast
Hara Saag,150,5,15.0,5.0,25.0,3.75,Veg,Breakfast
Khichdi with Curd,320,12,55.0,10.0,45.0,24.75,Veg,Lunch/Dinner
Aloo Gobi Paratha,350,10,50.0,15.0,70.0,35.0,Veg,Breakfast
Rajasthani Kadhi,300,8,35.0,12.0,25.0,8.75,Veg,Breakfast
Baingan ka Bharta,200,5,25.0,7.0,20.0,5.0,Veg,Breakfast
Ghee ke Parathe,400,8,50.0,20.0,15.0,7.5,Veg,Breakfast
Kheer with Jaggery,350,12,45.0,12.0,65.0,29.25,Veg,Breakfast
Gatte ka Pulao,350,10,60.0,15.0,65.0,39.0,Veg,Lunch/Dinner
Poriya,250,6,30.0,10.0,65.0,19.5,Veg,Breakfast
Kadhi Pakora Rice,400,10,60.0,15.0,52.5,31.5,Veg,Breakfast
Chana dal Roti,250,9,35.0,8.0,10.0,3.5,Veg,Breakfast
Chana dal khichdi,300,12,50.0,10.0,10.0,5.0,Veg,Lunch/Dinner
Gundar ki Chikki,400,10,50.0,20.0,0.0,0.0,Veg,Breakfast
Bajra Chilla,250,9,35.0,7.0,15.0,5.25,Veg,Breakfast
Tandoori Roti with Dal,350,10,55.0,10.0,10.0,5.5,Veg,Breakfast
Baingan Tamatar,200,5,25.0,8.0,48.0,12.0,Veg,Breakfast
Ghee Rice with Curry,450,10,55.0,20.0,73.0,40.15,Veg,Lunch/Dinner
Methi Poori,350,10,50.0,15.0,35.0,17.5,Veg,Breakfast
Pulao with Kadhi,350,8,55.0,12.0,65.0,35.75,Veg,Lunch/Dinner
Churma with Ghee,450,10,60.0,25.0,70.0,42.0,Veg,Breakfast
Methi Paratha with Pickle,350,8,45.0,15.0,35.0,15.75,Veg,Breakfast
Ghee Laddu,400,10,50.0,20.0,14.5,7.25,Veg,Unknown
Chana Dal with Rice,320,14,55.0,12.0,10.0,5.5,Veg,Unknown
Chole with Bhature,450,15,60.0,20.0,50.0,30.0,Veg,Breakfast
Bhindi with Roti,250,7,30.0,10.0,70.0,21.0,Veg,Breakfast
Chana Dal with Roti,300,9,40.0,12.0,10.0,4.0,Veg,Breakfast
Palak with Paneer,400,10,25.0,20.0,15.0,3.75,Veg,Breakfast
Bhutte ke Kebab,180,4,20.0,5.0,0.0,0.0,Non-Veg,Breakfast
Rajma Chawal with Curd,400,14,65.0,12.0,45.0,29.25,Veg,Lunch/Dinner
Chana Dal with Curd,300,10,50.0,12.0,45.0,22.5,Veg,Unknown
Paneer with Capsicum,350,8,20.0,20.0,0.0,0.0,Veg,Lunch/Dinner
Khichdi with Pickle,320,12,55.0,12.0,70.0,38.5,Veg,Lunch/Dinner
Ghee Paratha,350,10,50.0,15.0,35.0,17.5,Veg,Breakfast
Paneer Tikka with Salad,400,10,15.0,25.0,0.0,0.0,Non-Veg,Breakfast
Kachori with Chutney,350,10,45.0,20.0,90.0,40.5,Veg,Breakfast
Masala Chaas,90,2,8.0,4.0,42.0,3.36,Veg,Breakfast
Aloo Bhindi,220,6,30.0,8.0,10.0,3.0,Veg,Breakfast
Fafda,250,5,40.0,10.0,10.0,4.0,Veg,Breakfast
Mohanthal,400,6,50.0,20.0,10.0,5.0,Veg,Breakfast
Chorafali,180,4,30.0,7.0,62.0,18.6,Veg,Lunch/Dinner
Surti Locho,230,7,35.0,5.0,85.0,29.75,Veg,Breakfast
Dudhi Halwa,350,5,45.0,18.0,10.0,4.5,Veg,Breakfast
Bharela Marcha,100,2,15.0,4.0,0.0,0.0,Veg,Breakfast
Lasaniya Bataka,250,5,35.0,10.0,47.0,16.45,Veg,Breakfast
Sukhdi,400,5,50.0,20.0,55.0,27.5,Veg,Unknown
Surati Sev,280,4,35.0,12.0,58.0,20.3,Veg,Breakfast
Batata Nu Shaak,200,5,30.0,8.0,51.0,15.3,Veg,Breakfast
Rotla,120,4,25.0,2.0,20.0,5.0,Veg,Lunch/Dinner
Farsi Puri,150,4,30.0,6.0,85.0,25.5,Veg,Breakfast
Muthiya,220,5,35.0,8.0,65.0,22.75,Veg,Breakfast
Ghari,450,8,55.0,25.0,40.0,22.0,Veg,Breakfast
Bhinda Nu Shaak,180,4,30.0,8.0,17.5,5.25,Veg,Breakfast
Lilva Kachori,250,6,40.0,10.0,90.0,36.0,Veg,Breakfast
Nankhatai,220,4,35.0,10.0,40.0,14.0,Veg,Lunch/Dinner
Papdi,180,4,30.0,6.0,65.0,19.5,Veg,Breakfast
Makai No Chevdo,250,6,45.0,8.0,50.0,22.5,Veg,Unknown
Bhungra,200,5,35.0,5.0,55.0,19.25,Non-Veg,Breakfast
Keri No Ras,100,1,25.0,0.0,65.0,16.25,Veg,Breakfast
Ringan No Oro,150,4,25.0,5.0,85.0,21.25,Veg,Unknown
Ponk,150,4,30.0,2.0,70.0,21.0,Veg,Breakfast
Prawn Balchao,320,25,20.0,18.0,5.0,1.0,Non-Veg,Lunch/Dinner
Goan Fish Curry,350,30,25.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Bebinca,410,8,45.0,20.0,70.0,31.5,Veg,Unknown
Sorpotel,480,25,15.0,35.0,15.0,2.25,Non-Veg,Breakfast
Xacuti,390,26,22.0,24.0,15.0,3.3,Non-Veg,Unknown
Goan Poi,210,7,40.0,5.0,24.0,9.6,Veg,Unknown
Sannas,150,2,30.0,3.0,48.0,14.4,Veg,Unknown
Vindaloo,500,25,15.0,35.0,10.0,1.5,Non-Veg,Lunch/Dinner
Fish Recheado,360,28,18.0,22.0,0.0,0.0,Non-Veg,Breakfast
Khatkhate,270,6,40.0,10.0,70.0,28.0,Veg,Unknown
Rissois,340,22,25.0,18.0,65.0,16.25,Veg,Unknown
Ros Omlette,420,20,30.0,25.0,10.0,3.0,Non-Veg,Unknown
Patoleo,190,3,38.0,3.0,65.0,24.7,Veg,Unknown
Fish Caldine,310,22,18.0,15.0,0.0,0.0,Non-Veg,Lunch/Dinner
Ambotik,330,30,25.0,15.0,0.0,0.0,Non-Veg,Breakfast
Goan Red Rice,220,4,45.0,2.0,55.0,24.75,Veg,Lunch/Dinner
Sol Kadi,100,2,8.0,5.0,45.0,3.6,Veg,Breakfast
Prawn Rawa Fry,370,28,22.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Bafad,500,30,15.0,35.0,10.0,1.5,Veg,Breakfast
Samarachi Kodi,350,22,28.0,18.0,85.0,23.8,Veg,Breakfast
Goan Sausage Pulao,470,18,50.0,25.0,65.0,32.5,Non-Veg,Lunch/Dinner
Crab Xec Xec,380,25,20.0,20.0,50.0,10.0,Non-Veg,Unknown
Chicken Cafreal,390,26,18.0,28.0,0.0,0.0,Non-Veg,Breakfast
Cucumber Kismur,120,4,15.0,8.0,15.0,2.25,Veg,Unknown
Vegetable Caldin,210,6,28.0,10.0,0.0,0.0,Veg,Breakfast
Moonga Gathi,260,10,40.0,12.0,70.0,28.0,Veg,Unknown
Tisreo Sukem,300,22,18.0,20.0,35.0,6.3,Veg,Unknown
Goan Prawn Pulao,450,28,50.0,22.0,65.0,32.5,Non-Veg,Lunch/Dinner
Fish Kismur,320,28,12.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
Mushroom Xacuti,250,8,28.0,15.0,10.0,2.8,Veg,Unknown
Alsande Tonak,240,10,30.0,12.0,10.0,3.0,Veg,Unknown
Shark Ambot Tik,400,30,20.0,25.0,0.0,0.0,Non-Veg,Unknown
Goan Crab Curry,370,28,22.0,20.0,0.0,0.0,Non-Veg,Lunch/Dinner
Kismur,140,4,20.0,8.0,45.0,9.0,Veg,Unknown
Fonna Kadi,100,3,15.0,5.0,45.0,6.75,Veg,Breakfast
Fish Roe,350,30,12.0,22.0,0.0,0.0,Non-Veg,Lunch/Dinner
Green Coconut Chutney,90,2,10.0,5.0,35.0,3.5,Veg,Breakfast
Prawn Molho,310,25,18.0,15.0,75.0,13.5,Non-Veg,Lunch/Dinner
Banana Halwa,350,5,55.0,15.0,51.0,28.05,Veg,Breakfast
Mango Sasav,180,3,30.0,5.0,51.0,15.3,Veg,Breakfast
Vegetable Khatkhate,220,6,32.0,12.0,0.0,0.0,Veg,Breakfast
Bottled Masala,110,3,10.0,8.0,17.5,1.75,Veg,Breakfast
Rawa Fried Mussels,390,28,22.0,25.0,0.0,0.0,Non-Veg,Breakfast
Kokum Curry,80,1,8.0,2.0,45.0,3.6,Veg,Lunch/Dinner
Tamarind Fish Curry,320,28,20.0,18.0,0.0,0.0,Non-Veg,Lunch/Dinner
